type_of_property,price,bedrooms,energy_class,surface_of_the_plot,living_room_surface,number_of_frontages,building_condition,bathrooms,toilets,kitchen_type,heating_type
apartment,125000.0,1,NS,0,0,4,As new,2,1,0,0
apartment,199000.0,2,C,0,38,0,0,1,0,0,Gas
apartment,260000.0,2,B,0,46,0,As new,1,1,Installed,Gas
apartment,209000.0,2,B,0,29,2,To be done up,1,0,0,Gas
apartment,280300.0,2,NS,0,32,2,0,1,1,0,Gas
apartment,266900.0,2,NS,0,30,2,0,1,1,0,Gas
apartment,326000.0,2,NS,0,32,2,0,1,1,0,Gas
apartment,335061.0,4,NS,0,44,3,0,2,1,0,Gas
apartment,369000.0,2,A,0,0,0,As new,1,1,0,0
apartment,360000.0,1,NS,0,0,0,0,1,1,0,0
apartment,395000.0,2,NS,0,0,3,Just renovated,1,1,Installed,0
apartment,20.0,2,B,0,0,2,Good,1,1,Semi equipped,Gas
apartment,165000.0,2,B,0,0,2,Good,1,1,0,0
apartment,185000.0,3,B,0,0,2,Good,1,1,Installed,Gas
apartment,238000.0,1,C,0,0,2,0,1,1,Installed,Gas
apartment,425000.0,2,A,0,37,2,0,1,1,Installed,0
apartment,374000.0,2,A,0,37,2,0,1,1,Installed,0
apartment,249000.0,2,B,0,29,2,Good,1,1,Installed,Gas
apartment,325000.0,3,A,0,0,2,Good,1,0,0,Gas
apartment,249000.0,2,NS,0,0,2,To be done up,1,0,Installed,Gas
apartment,159000.0,3,E,0,20,0,To restore,1,1,0,Gas
apartment,105000.0,1,B,0,13,0,To restore,1,1,0,Fuel oil
apartment,149000.0,1,C,0,17,0,Good,1,1,0,Gas
apartment,249000.0,1,NS,0,0,0,Good,1,1,0,Gas
apartment,80.0,3,C,0,28,0,Good,1,1,Installed,Fuel oil
apartment,330000.0,3,A,0,0,2,Good,1,0,0,Gas
apartment,290000.0,1,A,0,30,2,Good,1,1,Hyper equipped,Gas
apartment,225000.0,1,C,0,30,2,Good,1,1,Installed,Electric
apartment,475000.0,2,C,0,0,2,As new,2,2,Installed,Electric
apartment,279300.0,2,NS,0,31,2,Good,2,2,Installed,0
apartment,528000.0,3,NS,0,34,2,Good,2,2,Installed,0
apartment,75000.0,1,NS,0,0,0,Good,1,0,0,Electric
apartment,385000.0,1,F,0,0,2,Good,2,1,Installed,0
apartment,340000.0,2,A,0,0,0,Good,1,1,Installed,Gas
apartment,459000.0,2,B,0,0,0,Just renovated,1,1,0,0
apartment,274000.0,2,B,0,39,2,Good,1,1,USA installed,Gas
apartment,199000.0,1,C,0,0,2,As new,1,1,Installed,Gas
apartment,340000.0,2,C,0,0,0,As new,1,1,0,0
apartment,245000.0,0,D,0,0,2,Good,0,0,0,0
apartment,285000.0,2,NS,0,0,0,As new,1,1,0,0
apartment,14.0,2,A,0,0,0,0,1,0,0,0
apartment,445000.0,1,C,0,0,0,0,1,0,Installed,Gas
apartment,425000.0,2,B,0,31,3,Good,1,0,0,Gas
apartment,285000.0,2,B,0,22,2,Good,1,0,0,Gas
apartment,475000.0,3,B,0,0,0,0,1,1,Hyper equipped,Gas
apartment,419000.0,2,A,0,0,0,As new,1,1,0,0
apartment,245000.0,2,F,0,0,0,To be done up,1,0,0,Electric
apartment,299000.0,3,C,0,0,2,As new,1,0,Installed,Gas
apartment,649000.0,2,A,0,0,0,0,2,0,0,Gas
apartment,520000.0,1,A,0,36,2,As new,1,2,Hyper equipped,0
apartment,479000.0,2,C,0,0,2,Good,1,0,Installed,Gas
apartment,349000.0,3,B,0,0,4,Good,1,0,Installed,Gas
apartment,695000.0,2,B,0,0,0,Good,4,2,Hyper equipped,Gas
apartment,499000.0,3,B,0,0,2,0,2,0,0,Gas
apartment,465000.0,3,NS,0,0,2,0,3,3,Installed,Gas
apartment,179000.0,1,C,0,0,2,Good,1,1,Semi equipped,Gas
apartment,230000.0,2,B,0,26,2,Good,2,1,Installed,Gas
apartment,339000.0,3,B,0,39,2,Just renovated,1,2,Semi equipped,Gas
apartment,225000.0,2,C,0,34,2,Good,1,1,USA semi equipped,Gas
apartment,189000.0,2,C,0,0,4,To be done up,1,1,Semi equipped,Gas
apartment,325000.0,1,A,0,27,2,As new,1,1,Installed,0
apartment,415000.0,1,A,0,66,2,As new,1,2,Installed,Gas
apartment,233000.0,3,D,0,0,2,Good,1,1,Installed,Gas
apartment,222000.0,2,C,0,30,2,Good,1,1,Installed,Electric
apartment,185000.0,1,C,0,0,2,As new,1,1,Semi equipped,Gas
apartment,240000.0,2,B,0,0,3,Just renovated,2,1,0,Gas
apartment,295000.0,2,B,0,0,2,Just renovated,1,0,USA installed,Gas
apartment,169000.0,1,A,0,0,2,Just renovated,1,1,USA installed,Gas
apartment,580000.0,2,A,0,0,4,Good,1,1,Hyper equipped,0
apartment,185000.0,1,B,0,0,2,As new,1,1,Semi equipped,Gas
apartment,237500.0,3,B,0,0,0,Good,1,1,0,Gas
apartment,249000.0,2,F,0,0,3,Good,1,1,Installed,Electric
apartment,209000.0,2,B,0,0,3,Good,1,1,Semi equipped,Gas
apartment,495000.0,3,B,0,0,2,Good,2,2,Installed,Gas
apartment,439000.0,3,A,0,39,2,0,2,2,Installed,0
apartment,165000.0,2,B,0,0,2,Good,1,1,Semi equipped,Gas
apartment,289000.0,2,C,0,0,2,Just renovated,1,2,USA installed,0
apartment,189000.0,1,C,0,0,0,0,1,1,Semi equipped,Gas
apartment,215000.0,2,B,0,0,2,Good,1,1,0,0
apartment,30.0,2,B,0,0,2,Good,1,0,Installed,Fuel oil
apartment,275000.0,2,A,0,0,3,As new,1,1,0,Gas
apartment,289000.0,2,A,0,0,2,Good,1,1,Installed,Gas
apartment,299000.0,3,B,0,0,3,Good,1,1,Installed,Gas
apartment,289000.0,2,NS,0,0,2,0,1,1,0,0
apartment,331750.0,2,NS,0,0,0,Good,1,1,0,0
apartment,190000.0,3,B,0,0,2,Good,1,0,0,Gas
apartment,365000.0,2,A,0,0,2,Good,2,0,0,Gas
apartment,259000.0,1,B,0,0,0,Good,1,1,0,0
apartment,269000.0,1,NS,0,0,2,Good,1,0,0,Gas
apartment,239000.0,1,B,0,0,2,Just renovated,1,1,Installed,Gas
apartment,169000.0,2,B,0,28,2,0,1,1,Not installed,0
apartment,199000.0,2,B,0,35,2,0,1,1,Not installed,0
apartment,219000.0,2,B,0,29,2,Good,1,0,0,Gas
apartment,345000.0,2,A,0,0,0,Just renovated,1,1,0,Gas
apartment,419000.0,2,C,0,0,0,0,0,1,0,Gas
apartment,525000.0,2,B,0,0,2,As new,1,1,Installed,Gas
apartment,215000.0,2,D,0,0,0,0,1,2,0,Gas
apartment,19.0,3,B,0,0,2,Good,1,0,Installed,Gas
apartment,249000.0,2,B,0,0,2,Good,1,0,Installed,Gas
apartment,275000.0,2,B,0,0,2,Good,1,0,Installed,Gas
apartment,435000.0,3,A+,0,26,0,0,2,1,0,0
apartment,435000.0,3,A+,0,26,0,0,2,1,0,0
apartment,435000.0,3,A+,0,26,0,0,2,1,0,0
apartment,295000.0,3,B,0,41,0,To renovate,2,2,Installed,Gas
apartment,189000.0,1,D,0,0,0,0,1,1,Semi equipped,Gas
apartment,35000.0,2,NS,0,35,3,0,1,1,Installed,Gas
apartment,399000.0,2,D,0,0,0,0,0,0,0,0
apartment,89000.0,1,D,0,32,0,0,1,1,Semi equipped,Electric
apartment,188000.0,3,NS,0,31,2,0,2,3,Hyper equipped,Gas
apartment,161000.0,3,NS,0,34,2,0,2,3,Hyper equipped,Gas
apartment,163000.0,2,NS,0,32,2,0,2,2,Hyper equipped,Gas
apartment,220000.0,2,B,0,29,2,0,1,0,0,Fuel oil
apartment,313.0,2,F,0,35,2,Good,1,1,Hyper equipped,Gas
apartment,25.0,2,C,0,0,3,Good,1,0,Installed,Gas
apartment,275000.0,2,NS,0,34,2,Good,1,0,0,Gas
apartment,329000.0,2,NS,0,0,2,Good,1,0,Installed,Gas
apartment,19.0,3,C,0,0,2,To be done up,1,0,Not installed,Gas
apartment,2.0,2,C,0,0,2,Good,1,0,Installed,Gas
apartment,275000.0,2,B,0,0,2,Good,1,0,Hyper equipped,Gas
apartment,249000.0,2,A,0,32,2,Good,1,0,0,Gas
apartment,259000.0,2,A,0,0,2,Good,1,0,0,Gas
apartment,249000.0,2,B,0,0,2,Good,1,0,Installed,Gas
apartment,195000.0,1,E,0,30,0,Good,1,1,0,0
apartment,525000.0,2,B,0,0,0,Good,0,0,0,Gas
apartment,15.0,3,NS,0,59,3,Good,2,0,0,Gas
apartment,435000.0,3,B,0,50,0,Good,2,2,0,Gas
apartment,20.0,3,B,0,37,2,Good,1,0,Installed,Gas
apartment,349000.0,2,NS,0,0,3,Good,1,0,Hyper equipped,Gas
apartment,265000.0,3,B,0,23,2,Good,1,0,0,Gas
apartment,325000.0,2,NS,0,40,3,0,1,0,0,Gas
apartment,420000.0,3,B,0,25,2,Good,1,0,Installed,Gas
apartment,2.0,2,E,0,30,2,Good,1,0,0,Fuel oil
apartment,165000.0,0,B,0,0,2,Good,1,0,Installed,Gas
apartment,289000.0,2,NS,0,29,2,Good,1,0,0,Gas
apartment,425000.0,3,B,0,62,2,Good,2,0,0,Gas
apartment,373110.0,2,NS,0,38,2,0,1,1,Installed,0
apartment,2.0,2,E,0,0,2,Good,1,0,0,Gas
apartment,2.0,2,B,0,0,2,Good,1,0,Hyper equipped,Gas
apartment,20.0,2,B,0,0,2,Good,1,0,0,Gas
apartment,2.0,1,E,0,0,2,Good,1,0,0,Gas
apartment,15.0,2,B,0,0,2,Good,1,0,Installed,Gas
apartment,335000.0,2,B,0,0,2,Good,1,1,Installed,Gas
apartment,335000.0,3,B,0,0,2,Good,1,0,0,Gas
apartment,149000.0,2,B,0,0,2,To be done up,1,0,Hyper equipped,Gas
apartment,299000.0,3,D,0,0,3,Good,1,0,Installed,Electric
apartment,265000.0,2,B,0,26,2,Good,1,0,0,Gas
apartment,285000.0,2,B,0,35,2,0,2,1,USA semi equipped,0
apartment,370000.0,2,B,0,32,2,As new,1,1,Hyper equipped,Gas
apartment,119900.0,3,D,0,30,3,Good,2,1,Semi equipped,Gas
apartment,325000.0,1,D,0,39,2,As new,1,1,USA hyper equipped,Gas
apartment,225000.0,2,C,0,0,2,As new,1,1,0,Gas
apartment,210000.0,1,F,0,0,2,Good,2,1,Installed,Gas
apartment,225000.0,2,B,0,36,3,As new,1,1,USA hyper equipped,Gas
apartment,298000.0,3,A,0,27,2,As new,2,1,Installed,Gas
apartment,215000.0,3,G,0,0,2,To renovate,0,0,0,0
apartment,495000.0,4,B,0,0,0,Good,2,0,0,0
apartment,169000.0,1,F,0,32,0,Good,1,0,Installed,0
apartment,248000.0,2,B,0,0,2,Just renovated,1,1,Installed,Gas
apartment,195000.0,4,G,0,0,2,To renovate,5,1,Not installed,Gas
apartment,175000.0,2,E,0,0,2,To renovate,5,1,Not installed,Gas
apartment,535000.0,4,E,0,60,3,To renovate,3,2,Semi equipped,Fuel oil
apartment,165000.0,1,G,0,0,3,To renovate,1,1,Installed,Gas
apartment,175000.0,2,G,0,0,3,To renovate,1,1,Installed,Gas
apartment,215000.0,2,G,0,0,3,To renovate,1,1,Installed,Gas
apartment,420000.0,1,C,0,27,1,0,1,1,Installed,Gas
apartment,295000.0,2,B,0,0,2,Good,1,1,0,Gas
apartment,279000.0,2,B,0,0,0,Good,1,1,Installed,Gas
apartment,259000.0,2,B,0,0,0,Good,1,1,0,Gas
apartment,259000.0,2,B,0,0,0,As new,1,1,Installed,Gas
apartment,275000.0,1,B,0,0,3,Good,1,1,Installed,Gas
apartment,637500.0,2,B,0,0,2,As new,1,2,Hyper equipped,Gas
apartment,559000.0,2,A,0,0,2,Good,2,0,Installed,0
apartment,195000.0,1,D,0,0,2,To renovate,1,0,0,0
apartment,200000.0,1,D,0,0,2,To renovate,1,0,0,0
apartment,319000.0,3,D,0,0,2,To renovate,1,0,0,Gas
apartment,699000.0,5,NS,0,0,2,To renovate,1,2,Semi equipped,Gas
apartment,225000.0,1,C,0,0,2,Good,1,1,Installed,Gas
apartment,295000.0,3,B,0,0,0,Good,1,2,Installed,Gas
apartment,369000.0,6,C,0,77,0,To renovate,2,2,Semi equipped,Gas
apartment,320000.0,2,B,0,0,0,To be done up,1,1,0,Gas
apartment,214000.0,2,C,0,0,0,Just renovated,1,1,0,Electric
apartment,275000.0,3,A,0,0,0,Good,2,0,0,Gas
apartment,649000.0,4,B,0,0,2,As new,3,3,Installed,Gas
apartment,144000.0,1,NS,0,0,0,To renovate,1,0,0,0
apartment,75.0,2,B,0,0,2,Good,1,1,Hyper equipped,Gas
apartment,225000.0,2,B,0,35,2,Just renovated,1,1,Hyper equipped,Gas
apartment,125000.0,1,B,0,22,0,Good,1,1,Semi equipped,Gas
apartment,249000.0,2,NS,0,22,0,As new,2,1,Installed,Fuel oil
apartment,185000.0,2,B,0,0,2,Good,1,1,0,Gas
apartment,199000.0,1,B,0,0,2,Good,1,1,Semi equipped,Fuel oil
apartment,77800.0,2,B,0,0,0,Good,1,0,Semi equipped,Gas
apartment,210000.0,2,D,0,0,2,Good,1,1,USA hyper equipped,0
apartment,182500.0,2,D,0,33,2,Good,1,1,Semi equipped,Gas
apartment,215000.0,1,B,0,26,2,Just renovated,1,1,Installed,Gas
apartment,189000.0,1,B,0,36,2,Good,1,1,Installed,Gas
apartment,219000.0,2,B,0,35,2,Good,1,1,Installed,Fuel oil
apartment,389000.0,1,A,0,0,4,0,1,1,Installed,Gas
apartment,240000.0,1,B,0,21,2,Just renovated,1,1,Installed,Gas
apartment,220000.0,1,B,0,14,2,Just renovated,1,1,Installed,Gas
apartment,240000.0,1,A,0,21,2,Just renovated,1,1,Installed,Gas
apartment,315700.0,2,A,0,48,0,As new,2,1,USA installed,Gas
apartment,302950.0,2,B,0,48,0,As new,2,0,USA installed,Gas
apartment,366000.0,2,NS,0,25,2,As new,1,1,USA hyper equipped,0
apartment,105000.0,1,C,0,21,2,Good,2,1,Semi equipped,Electric
apartment,220000.0,2,B,0,0,2,Good,1,0,Installed,Gas
apartment,289000.0,3,A,0,0,2,Good,0,0,Installed,Gas
apartment,244000.0,2,C,0,0,2,Good,1,0,Installed,Fuel oil
apartment,189000.0,2,E,0,0,2,To be done up,1,0,Semi equipped,Fuel oil
apartment,235000.0,2,B,0,0,3,Good,1,0,Installed,Gas
apartment,155000.0,1,G,0,23,2,Good,1,1,0,0
apartment,260000.0,2,C,0,30,2,As new,1,0,0,0
apartment,425000.0,2,A++,0,45,0,0,1,1,Installed,Gas
apartment,425000.0,2,A++,0,0,2,0,1,1,USA semi equipped,Gas
apartment,410000.0,2,A++,0,44,0,0,1,1,Installed,Gas
apartment,410000.0,2,A++,0,45,4,0,1,1,Installed,Gas
apartment,535000.0,3,A++,0,51,3,0,2,2,Installed,Gas
apartment,295000.0,1,A++,0,31,0,0,1,1,Installed,Gas
apartment,595000.0,3,A++,0,57,3,0,2,1,Installed,Gas
apartment,475000.0,2,NS,0,38,0,0,2,2,Installed,Gas
apartment,675000.0,2,NS,0,59,0,0,4,2,Installed,Gas
apartment,550000.0,2,NS,0,51,0,0,2,2,Installed,Gas
apartment,219000.0,2,C,0,0,3,0,1,0,Installed,Gas
apartment,397000.0,1,NS,0,30,0,0,2,1,Installed,Gas
apartment,340000.0,2,NS,0,30,0,To be done up,1,0,0,0
apartment,390000.0,1,NS,0,25,0,0,2,1,Installed,Gas
apartment,599000.0,2,NS,0,49,0,0,4,2,Installed,Gas
apartment,599000.0,2,NS,0,50,0,0,4,2,Installed,Gas
apartment,399000.0,1,NS,0,29,0,0,2,1,Installed,Gas
apartment,528000.0,3,NS,0,32,0,0,2,2,Installed,Gas
apartment,525000.0,3,NS,0,31,0,0,2,2,Installed,Gas
apartment,450000.0,3,NS,0,31,0,0,2,2,Installed,Gas
apartment,445000.0,2,NS,0,43,0,0,1,1,Installed,Gas
apartment,450000.0,3,NS,0,30,0,0,2,2,Installed,Gas
apartment,440000.0,3,NS,0,32,0,0,2,2,Installed,Gas
apartment,425000.0,2,NS,0,42,0,0,1,1,Installed,Gas
apartment,440000.0,3,NS,0,30,0,0,2,2,Installed,Gas
apartment,528000.0,3,NS,0,32,0,0,2,2,Installed,Gas
apartment,525000.0,3,NS,0,31,0,0,2,2,Installed,Gas
apartment,450000.0,3,NS,0,31,0,0,2,2,Installed,Gas
apartment,445000.0,2,NS,0,43,0,0,1,1,Installed,Gas
apartment,450000.0,3,NS,0,30,0,0,2,2,Installed,Gas
apartment,440000.0,3,NS,0,32,0,0,2,2,Installed,Gas
apartment,425000.0,2,NS,0,42,0,0,1,1,Installed,Gas
apartment,440000.0,3,NS,0,30,0,0,2,2,Installed,Gas
apartment,528000.0,3,NS,0,32,0,0,2,2,Installed,Gas
apartment,525000.0,3,NS,0,31,0,0,2,2,Installed,Gas
apartment,450000.0,3,NS,0,31,0,0,2,2,Installed,Gas
apartment,445000.0,2,NS,0,43,0,0,1,1,Installed,Gas
apartment,450000.0,3,NS,0,30,0,0,2,2,Installed,Gas
apartment,440000.0,3,NS,0,32,0,0,2,2,Installed,Gas
apartment,425000.0,2,NS,0,42,0,0,1,1,Installed,Gas
apartment,440000.0,3,NS,0,30,0,0,2,2,Installed,Gas
apartment,295000.0,1,A++,0,31,0,0,1,1,Installed,Gas
apartment,535000.0,3,A++,0,51,3,0,2,2,Installed,Gas
apartment,595000.0,3,A++,0,57,3,0,2,1,Installed,Gas
apartment,425000.0,2,A++,0,45,0,0,1,1,Installed,Gas
apartment,425000.0,2,A++,0,0,2,0,1,1,USA semi equipped,Gas
apartment,410000.0,2,A++,0,44,0,0,1,1,Installed,Gas
apartment,410000.0,2,A++,0,44,4,0,1,1,Installed,Gas
apartment,155000.0,1,G,0,0,2,To renovate,1,1,Semi equipped,Gas
apartment,180000.0,2,D,0,35,3,Good,1,1,USA semi equipped,Gas
apartment,235000.0,3,NS,0,0,0,0,0,0,0,0
apartment,695000.0,2,NS,0,0,0,0,2,0,0,0
apartment,440000.0,2,NS,0,0,0,0,1,0,0,0
apartment,399000.0,3,F,0,31,2,To be done up,1,2,Installed,Gas
apartment,219000.0,1,B,0,25,3,As new,2,2,Hyper equipped,0
apartment,129000.0,2,F,0,30,0,Good,2,1,Semi equipped,Gas
apartment,129000.0,1,E,0,0,2,To be done up,1,1,Semi equipped,Gas
apartment,170000.0,3,C,0,37,3,Just renovated,1,2,0,0
apartment,695000.0,2,A,0,0,2,As new,4,2,Hyper equipped,Gas
apartment,440000.0,2,E,0,34,2,As new,1,1,USA hyper equipped,Gas
apartment,380000.0,3,NS,0,19,2,Good,1,1,Hyper equipped,Gas
apartment,174900.0,2,B,0,0,2,0,1,0,0,Gas
apartment,20000.0,1,C,0,25,2,As new,2,1,USA hyper equipped,0
apartment,285475.0,2,B,0,40,0,0,1,1,Installed,Gas
apartment,323964.0,2,A,0,47,0,0,1,1,Installed,Gas
apartment,296941.0,2,A,0,37,0,0,1,1,Installed,Gas
apartment,332881.0,2,A,0,45,0,0,1,1,Installed,Gas
apartment,296941.0,2,A,0,38,0,0,1,1,Installed,Gas
apartment,332881.0,2,A,0,45,0,0,1,1,Installed,Gas
apartment,185000.0,1,F,0,20,2,As new,6,1,Installed,Gas
apartment,199000.0,1,G,0,43,2,To be done up,1,1,Installed,Gas
apartment,185000.0,1,C,0,20,2,As new,6,1,Installed,Gas
apartment,324457.0,2,A,0,36,2,As new,2,1,USA hyper equipped,0
apartment,307000.0,1,A,0,38,2,As new,2,1,USA hyper equipped,0
apartment,354385.0,3,A,0,38,2,As new,3,1,USA hyper equipped,0
apartment,225000.0,3,NS,0,31,0,0,1,1,Hyper equipped,Gas
apartment,269000.0,2,NS,0,0,2,0,1,1,0,0
apartment,590000.0,3,B,0,0,3,As new,2,2,0,0
apartment,285000.0,2,D,0,0,0,0,1,0,Not installed,Electric
apartment,359000.0,2,A,0,0,2,As new,1,1,0,0
apartment,30.0,3,B,0,0,2,Just renovated,1,1,Installed,Gas
apartment,219000.0,1,G,0,0,4,0,1,1,Installed,Electric
apartment,299000.0,1,NS,0,0,2,Good,0,0,Installed,Gas
apartment,349000.0,5,NS,0,0,0,Good,2,1,Installed,Gas
apartment,255000.0,2,B,0,0,0,As new,1,1,Installed,Gas
apartment,250000.0,2,B,0,0,0,As new,1,1,Installed,Gas
apartment,276000.0,2,NS,0,0,0,Good,2,1,Installed,Gas
apartment,190000.0,3,NS,0,0,2,Good,2,1,Installed,0
apartment,340000.0,4,E,0,0,0,Good,2,0,Installed,Fuel oil
apartment,145000.0,1,NS,0,0,0,0,1,0,0,0
apartment,125000.0,2,C,0,0,0,To be done up,1,1,0,0
apartment,139000.0,1,D,0,0,0,Just renovated,1,1,0,0
apartment,199000.0,2,B,0,0,0,To be done up,1,1,0,0
apartment,449000.0,2,D,0,0,0,As new,1,1,Installed,Electric
apartment,160000.0,2,C,0,35,0,0,1,0,0,Gas
apartment,269000.0,3,C,0,0,0,As new,2,0,Installed,Electric
apartment,333300.0,2,NS,0,33,2,0,1,1,0,Gas
apartment,184900.0,2,B,0,0,0,0,1,1,0,0
apartment,235000.0,3,B,0,0,0,Just renovated,1,2,Installed,Gas
apartment,22.0,2,C,0,0,0,As new,1,1,USA installed,Gas
apartment,389000.0,4,C,0,0,0,As new,1,1,Installed,Gas
apartment,185000.0,2,E,0,0,0,As new,1,1,0,Electric
apartment,320000.0,2,B,0,0,2,0,1,0,0,Gas
apartment,480000.0,3,A,0,0,0,0,1,2,Hyper equipped,Electric
apartment,239000.0,1,NS,0,0,0,0,1,1,Hyper equipped,0
apartment,270000.0,1,D,0,21,0,As new,1,1,0,Gas
apartment,295000.0,3,C,0,27,0,To be done up,1,1,0,Gas
apartment,142950.0,2,C,0,17,0,As new,1,0,Installed,0
apartment,211500.0,1,NS,0,0,0,0,1,0,Installed,Gas
apartment,179000.0,2,E,0,34,0,0,1,0,Installed,Electric
apartment,269000.0,2,B,0,0,0,0,1,0,Installed,0
apartment,535000.0,2,B,0,0,0,As new,1,0,Installed,Gas
apartment,232500.0,2,B,0,0,0,0,1,0,0,0
apartment,232500.0,2,B,0,0,0,0,1,0,0,0
apartment,219000.0,2,E,0,0,2,Good,1,1,0,0
apartment,479000.0,2,NS,0,0,0,As new,2,1,Installed,0
apartment,475000.0,2,B,0,0,0,0,1,1,0,Gas
apartment,455000.0,3,C,0,0,0,As new,1,2,0,0
apartment,549000.0,3,B,0,60,0,0,2,2,Installed,Gas
apartment,240000.0,2,B,0,0,0,As new,1,1,Installed,Gas
apartment,190000.0,2,D,0,29,0,To renovate,0,1,0,Gas
apartment,275000.0,3,B,0,0,0,As new,1,1,0,0
apartment,299000.0,2,A,0,0,0,0,0,1,0,0
apartment,267500.0,1,NS,0,0,0,0,0,1,0,0
apartment,90000.0,4,C,0,45,3,0,3,6,Hyper equipped,Gas
apartment,499000.0,3,NS,0,0,0,Good,3,2,0,0
apartment,170000.0,2,C,0,28,0,Good,1,1,Installed,Fuel oil
apartment,235.0,2,B,0,0,2,0,1,0,Semi equipped,Gas
apartment,320000.0,2,A,0,0,0,0,0,0,Installed,Gas
apartment,550000.0,2,E,0,100,2,Good,1,1,USA hyper equipped,Electric
apartment,550000.0,2,E,0,100,2,Good,1,1,USA hyper equipped,Electric
apartment,319000.0,2,B,0,52,2,Good,1,1,Installed,0
apartment,235000.0,2,D,0,0,2,0,1,1,Installed,0
apartment,250000.0,2,D,0,0,0,Good,1,1,Installed,Gas
apartment,650.0,1,B,0,0,2,Good,1,1,Installed,Gas
apartment,265000.0,0,NS,0,0,2,Good,1,1,0,0
apartment,119000.0,2,D,0,0,2,Good,1,1,Installed,Electric
apartment,130000.0,2,C,0,0,2,Good,0,0,Installed,0
apartment,170000.0,2,E,0,27,2,0,1,1,0,0
apartment,230000.0,1,F,0,0,0,Good,0,0,Not installed,Electric
apartment,247000.0,2,B,0,32,3,Good,1,1,Installed,Electric
apartment,295000.0,2,B,0,40,2,0,1,0,Installed,Electric
apartment,365000.0,2,F,0,30,2,As new,1,1,USA installed,Gas
apartment,300000.0,2,NS,0,0,2,0,1,1,Installed,Gas
apartment,215000.0,1,D,0,40,3,Good,1,1,Semi equipped,Gas
apartment,199000.0,2,C,0,35,3,Good,1,1,Semi equipped,Gas
apartment,229000.0,1,B,0,0,2,Good,1,1,Semi equipped,Gas
apartment,20.0,2,B,0,0,2,Good,1,1,Installed,Gas
apartment,335000.0,2,F,0,0,2,To be done up,2,1,Installed,Gas
apartment,399000.0,3,D,0,0,4,As new,1,1,Hyper equipped,Gas
apartment,399000.0,3,D,0,0,4,As new,2,1,Hyper equipped,Gas
apartment,495000.0,3,D,0,0,2,As new,2,2,USA hyper equipped,Gas
apartment,207000.0,0,NS,0,0,2,Good,1,0,0,Gas
apartment,309000.0,1,NS,0,0,4,As new,1,0,Installed,0
apartment,477000.0,2,NS,0,0,4,As new,2,0,Hyper equipped,0
apartment,482000.0,2,NS,0,0,4,As new,2,0,Hyper equipped,0
apartment,374000.0,2,NS,0,0,4,As new,2,0,Installed,0
apartment,405000.0,2,NS,0,0,4,As new,1,0,Hyper equipped,Electric
apartment,189000.0,2,G,0,20,2,0,1,1,Installed,Gas
apartment,259000.0,2,E,0,35,3,0,1,1,Installed,Electric
apartment,225000.0,1,G,0,30,3,0,1,1,Installed,Electric
apartment,239000.0,2,D,0,32,4,0,2,1,Installed,Electric
apartment,389000.0,2,G,0,101,4,0,2,3,Installed,Gas
apartment,259000.0,2,NS,0,48,2,0,2,1,Installed,Electric
apartment,305000.0,3,NS,0,35,3,0,1,1,Installed,Electric
apartment,203000.0,1,D,0,25,4,0,1,1,Installed,Gas
apartment,155000.0,1,E,0,0,2,Good,1,1,0,Gas
apartment,265000.0,1,C,0,0,0,As new,1,1,0,Gas
apartment,515000.0,3,B,0,0,0,0,2,2,0,Gas
apartment,290000.0,2,B,0,0,0,As new,1,1,0,Gas
apartment,275000.0,3,C,0,0,2,Just renovated,1,1,Installed,Gas
apartment,209900.0,1,B,0,19,2,Just renovated,1,1,0,0
apartment,275000.0,1,A,0,0,3,Good,1,1,0,Gas
apartment,750.0,1,D,0,0,2,Good,1,0,0,Gas
apartment,219000.0,1,E,0,53,2,Good,2,1,USA semi equipped,Gas
apartment,235000.0,1,E,0,53,2,Good,2,1,USA semi equipped,Gas
apartment,309000.0,1,E,0,35,2,Just renovated,2,1,Hyper equipped,Gas
apartment,15.0,2,A,0,0,3,As new,1,1,Installed,Gas
apartment,299000.0,2,NS,0,39,2,0,1,1,Installed,Gas
apartment,310000.0,2,NS,0,0,0,0,1,0,0,0
apartment,345000.0,3,NS,0,0,0,Good,2,1,0,0
apartment,199000.0,1,C,0,25,3,As new,1,1,Installed,0
apartment,69000.0,1,NS,0,0,0,As new,1,0,0,Electric
apartment,390000.0,3,NS,0,0,0,Good,2,0,0,Gas
apartment,175000.0,2,B,0,32,2,To be done up,1,1,Semi equipped,Gas
apartment,259000.0,2,D,0,0,2,Good,1,1,Semi equipped,Gas
apartment,219000.0,2,D,0,39,2,Good,1,1,Semi equipped,Gas
apartment,15.0,3,C,0,0,3,Good,1,1,Semi equipped,Gas
apartment,900.0,2,B,0,0,0,To be done up,1,1,Semi equipped,Gas
apartment,299000.0,3,A,0,0,2,Good,2,2,Installed,0
apartment,390000.0,3,B,0,41,3,Just renovated,1,2,Installed,Gas
apartment,165000.0,2,E,0,0,2,To be done up,1,0,0,0
apartment,215000.0,3,D,0,40,3,To renovate,1,1,Installed,Gas
apartment,210000.0,1,G,0,0,2,Good,1,1,0,Gas
apartment,199000.0,2,G,0,18,2,Good,1,1,USA semi equipped,Gas
apartment,349000.0,3,A,0,0,3,0,2,0,0,Gas
apartment,290000.0,2,D,0,30,2,Good,0,0,0,Gas
